4097,Kevin Lisbie
4098,Paul Rachubka
6,Uwe Gospodarek
4106,Jamal Campbell-Ryce
11,Georg Koch
4108,Neil Danns
24589,Wesley Hoolahan
86030,Kacper Przybylko
16402,Theofanis Gekas
37550,Jon Parkin
4119,Marcus Stewart
36889,Billy Paynter
217115,Neal Maupay
1370,Matias Cenci
32798,Adebayo Akinfenwa
31,Alexander Bade
34,Thomas Cichon
24617,Andre Mijatovic
4140,Marcus Hahnemann
48,Matthias Scherz
52,Alexander Voigt
8246,Philipp Pentke
77879,Patrick Schönfeld
28728,Colin Doyle
24634,David Jones
59,Timo Rost
163535,Charlie Wyke
57410,Yann Kermorgant
67,Markus Daun
69,Anel Dzaka
200777,Alex Pritchard
8266,Daniel Masuch
36939,Marc Pugh
4173,Benedikt Pliquett
80,Tom Starke
81,Oliver Neuville
159827,Sam Johnson
49239,Guido Burgstaller
21007,Peter Brezovan
91,Miroslaw Spizak
4190,Brian Murphy
110689,Deniz Mehmet
28140,Max Gradel
4196,Alexander Ludwig
4114,Kevin Davies
12398,Shefki Kuqi
53360,Jay Rodríguez
12401,Tommy Smith
16498,Ramazan Özcan
4219,David Fox
8316,Nicky Adler
77951,Christopher Quiring
36993,Luke Summerfield
57478,Shaun Williams
290951,Aboubakar Kamara
39912,Dimitar Rangelov
4233,Adam Federici
4237,Michael Oakes
145,Frederik Gößling
106643,Liam Kelly
37013,Sami Allagui
61591,Zoltán Stieber
53400,Dominick Drexler
154,René Rydlewicz
4251,Callum Davidson
6170,Bobby Olejnik
53408,Fabian Giefer
162,Marc Ziegler
28835,Zlatko Dedic
49319,Mark Bunn
49321,Chris Dunn
41131,Trevor Carson
49325,Danny Green
177,Kevin McKenna
180,Tomislav Piplica
182,Laurentiu Reghecampf
77855,Rodolph Austin
53436,Atdhe Nuhiu
49347,Mitchell Langerak
61638,Giles Coke
61641,Ross Atkins
36898,Sascha Burchert
61646,Jordan Cook
53455,Richard Sukuta-Pasu
426192,Ben Brereton
61653,Conor Hourihane
24797,Simon Walton
223,Stefan Wessels
225,Michael Wiesinger
127202,Matz Sels
3793,Stern John
45287,Adel Taarabt
61674,Martyn Waghorn
28907,Adil Chihi
16621,Manuel Almunia
49399,Lewis McGugan
119034,Felix Dornebusch
119037,Philipp Hofmann
61694,Neil Etheridge
61697,Wes Foderingham
264,Tamás Hajnal
110858,Benik Afobe
46791,Bakary Sako
110864,Sam Johnstone
728,Francisco Copado
110867,Jed Steer
277,Sérgio da Silva Pinto
37144,Kevin Thornton
41242,David N'Gog
28957,Darren Pratley
37150,Simon Cox
49439,Richie Wellens
53536,Tolgay Arslan
4386,Leonardo
33061,Adam Virgo
4391,Boy Waterman
49449,Danny Whitaker
33069,Michel Kuipers
12591,Paul Hartley
37171,Craig Gardner
4408,Santi Kolk
313,Marcel Ketelaer
28990,Charlie Adam
123202,Joe Collister
78147,Fabian Klos
53302,David Amoo
319817,Niall Mason
16716,Danny Guthrie
29006,Ross McCormack
119120,Robert Leipertz
12628,Noel Hunt
342,Gábor Király
66959,Simon Church
90466,Gylfi Sigurdsson
4155,Maikel Aerts
74088,Declan Rudd
41323,Andreas Luthe
12654,David Clarkson
61814,David Button
106872,Kevin Stöger
221561,Marcus Maddison
82298,Patrick Wiegers
61819,Charlie Daniels
49537,Josh Lillis
49542,Billy Sharp
12682,Neil Alexander
123275,Tom Cairney
695,Mathias Hain
398,Florian Bruns
399,Soumaila Coulibaly
49552,Steve Davies
12693,Stephen Dobbie
408,Alexander Iashvili
41369,Erik Jendrisek
411,Levan Kobiashvili
2605,César Thier
417,Timo Reus
12707,Robert Earnshaw
12715,Alan Lee
12716,Arran Lee-Barrett
434,Thomas Sobotzik
45494,Wayne Hennessey
37304,Shane Long
82361,Christian Mathenia
447,Oka Nikolov
53696,Lars Unnerstall
57796,Vitus Eicher
758,Nico Patschinski
111053,Yeni N'Gbakoto
176591,Jota
33245,Boubacar Sanogo
29152,Danny Graham
481,Danny Schwarz
29154,Tony McMahon
49637,Shaun Whalley
61926,James Berrett
29159,Ross Turnbull
488,Gerhard Tremmel
20974,Romain Larrieu
20975,Leroy Lita
45554,Sam Williams
20980,Lee Miller
37365,Scott Donnelly
49655,Rickie Lambert
505,Sascha Rösler
123386,Chris Lewington
20987,Steve Phillips
78339,Rafal Gikiewicz
12804,Barry Robson
517,Ivica Banovic
20998,Paul Wotton
12807,Jason Scotland
115210,Lucas Röser
12814,Julián Speroni
16911,Kasper Schmeichel
21010,Radek Cerny
543,Daniel Bierofka
106676,Will Grigg
61989,Michael Esser
551,Christian Fröhlich
49705,Tommy Lee
555,Torben Hoffmann
556,Michael Hofmann
557,Simon Jentzsch
49714,Phil Smith
94771,Andreas Voglsammer
37428,Charlie Mulgrew
45623,George Boyd
62008,Stefan Johansen
250426,Adam Armstrong
47199,Emir Kujovic
45628,Oscar Jansson
45631,Aaron McLean
307781,Lynden Gooch
160328,Reice Charles-Cook
53834,David Hohs
246351,Zach Clough
592,Sean Dundee
1464,Daniel Haas
229970,Tom Lawrence
