8198,Cristiano Ronaldo
26633,Ali Al-Habsi
10250,Fabio Coltorti
37917,Nabil El Zhar
132098,Harry Kane
54245,Markel Susaeta
6160,Mauricio Pinilla
4114,Kevin Davies
10259,Tony Warner
235540,Oussama Tannane
36885,Matt Duke
175449,Moi Gómez
16408,Orestis Karnezis
20506,Andrés Guardado
217115,Neal Maupay
112668,Tomer Hemed
30749,Mariano Barbosa
16135,Ryan Babel
28336,Mile Jedinak
49499,Georginio Wijnaldum
24619,Javad Nekounam
4140,Marcus Hahnemann
60890,Fabián Orellana
4146,David Trézéguet
8883,Emmanuel Adebayor
34870,Roberto Soldado
284727,Jonathan Calleri
28728,Colin Doyle
62,Marko Babic
63,Michael Ballack
65,Dimitar Berbatov
49319,Mark Bunn
30787,Lucas Lobos
360518,Teun Koopmeiners
127048,Cédric Bakambu
4169,Jon Dahl Tomasson
4175,Shaka Hislop
15715,Borja Oubiña
96341,Romelu Lukaku
22614,Robert Snodgrass
45146,Mario Balotelli
39004,Juan Carlos
88490,Aleix Vidal
4192,Rafael van der Vaart
39010,Jordi Gómez
94308,Marko Dmitrovic
39015,Ralf Fährmann
30825,Marco Ruben
177452,Abdón Prats
4205,Bobby Zamora
53360,Jay Rodríguez
34494,Kepa Blanco
256361,Daniele Verde
26744,Leonardo Pisculichi
51321,Darren Randolph
122,Jens Lehmann
387197,Etienne Vaessen
96382,Ariel Harush
82048,Nicola Sansone
132,Tomas Rosicky
31067,Jonathan de Guzmán
290951,Aboubakar Kamara
4233,Adam Federici
7874,Gorka Iraizoz
4243,David Dunn
99353,Portu
72047,Iago Aspas
323740,Aitor Cantalapiedra
46106,Adam Le Fondre
4257,Samuel Eto'o
5489,Antoine Sibierski
59561,Dani Parejo
4267,Tim Howard
14511,Carlos Martins
57522,Andrés Fernández
4276,Carlos Tévez
44062,Antonio Adán
1397,Michael Owen
16577,Juantxo Elía
221899,Leo Baptistão
61814,David Button
44065,Esteban Granero
63689,Fran Rico
16589,Pierre Webó
205006,Rick Karsdorp
61651,Jordan Henderson
18644,Álvaro Negredo
22741,Morten Gamst Pedersen
4311,Maarten Stekelenburg
35537,Felipe Melo
14555,Scott Carson
196829,Timon Wellenreuther
22750,Nilmar
27685,Juan Pablo
58064,Jonathan López
61819,Charlie Daniels
12516,Peter Odemwingie
45287,Adel Taarabt
4329,Mido
63723,David Lombán
16621,Manuel Almunia
59631,Nacer Chadli
39152,Falcao
39153,Gonzalo Higuaín
32467,Ivan Rakitic
178425,Dani García
262396,Unai Simón
61694,Neil Etheridge
14037,Marlon King
247250,Rubén Alcaraz
33027,Tim Krul
4358,Mateja Kezman
174344,Fayçal Fajr
110858,Benik Afobe
16651,Enzo Maresca
213260,Rubén García
26898,Roman Bednár
3459,Gary Speed
119061,Tim Coremans
23102,Riki
119066,Bryan Smeets
35099,Steven Fletcher
4380,Robin van Persie
162079,Fede Vico
98596,John Guidetti
37157,Stéphane Sessègnon
226012,David Soria
76076,Eñaut Zubikarai
12589,Craig Gordon
51504,Jaime Jiménez
50202,Eden Hazard
37171,Craig Gardner
92469,Matt Ritchie
77003,Tino Costa
33079,Rubén Pérez
84281,Dennis Telgenkamp
28990,Charlie Adam
23197,Alessandro Diamanti
9611,Christian Wilhelmsson
18758,Afonso Alves
45383,Adrián López
223560,Luciano
16716,Danny Guthrie
7717,José Antonio Reyes
9422,Allan McGregor
4433,Riga Mustapha
35541,Roberto Santamaría
73185,Lucas Pérez
342,Gábor Király
85324,Borja Bastón
51545,Mario Bermejo
45403,André Ayew
141660,Jesse Lingard
57693,Mario Fernández
184672,Guido Carrillo
90466,Gylfi Sigurdsson
51556,Chema
176485,Lucas Piazón
51559,Mikel Arruabarrena
74088,Declan Rudd
145769,Sergio León
16746,Niko Kranjcar
25319,Momo
8559,Yakubu Aiyegbeni
100722,Lago Júnior
128220,Luis Alberto
53622,Ilkay Gündogan
35193,Kevin Doyle
29050,Iñaki Goitia
29051,Manolo Reina
268670,Gerard Gumbau
51583,Iván Alonso
44779,Diego Costa
29061,Javier Baraja
59343,Manu Herrera
45121,Loïc Rémy
29065,Abel Gómez
74960,Martin Dubravka
326029,Donyell Malen
61842,Andros Townsend
13516,John Filan
256429,Sergi Guardiola
27036,Ben Alnwick
29085,Abel Buades
263727,Joan Jordán
29091,Nenê
41384,Marko Arnautovic
20905,Esteban Solari
35242,Beto
3826,Lucas Neill
131505,Rodrigo
381362,Wesley
23966,Jérémy Perbet
45494,Wayne Hennessey
65976,Hal Robson-Kanu
6585,Kalu Uche
33210,Przemyslaw Tyton
22973,Mariano Pernía
6590,Andreas Isaksson
57791,Diego Castro
295360,Francis Uzoho
171424,Riyad Mahrez
119235,Carlos Bacca
129476,Gerard Deulofeu
207302,Sergio Rico
57800,Roberto Fernández
256567,Aleksandar Jovanovic
50935,Chicharito
128223,Álvaro Morata
88528,Dani Hernández
29138,Manolo Pérez
29139,Armando
18900,Hatem Ben Arfa
25316,Rubén Castro
146227,Jasper Cillessen
4570,Denny Landzaat
81999,Joselu
23290,Pablo Pinillos
45775,Nauzet Alemán
29152,Danny Graham
125409,Nathaniel Mendez-Laing
29159,Ross Turnbull
488,Gerhard Tremmel
126716,Paco Alcácer
18922,Karim Benzema
52647,Júlio César
29167,Gorka Brit
76273,Manu García
96754,Fabio Borini
51699,Jacobo Sanz
16126,Cristian Álvarez
74230,Pablo Sarabia
49655,Rickie Lambert
122155,Willian José
29178,Nino
4605,Vladan Kujovic
51710,Sergio Asenjo
64000,Tomas Vaclik
18949,Mémé Tchité
29193,Rubén Suárez
57866,Adrián Colunga
141835,Álvaro Vázquez
37389,Daniel Osvaldo
12814,Julián Speroni
16911,Kasper Schmeichel
129554,Steven Berghuis
56067,Pablo Piatti
37399,Manu del Moral
16922,Kevin-Prince Boateng
37403,Roberto
3163,Frank Lampard
3686,Danny Higginbotham
47659,Costel Pantilimon
39471,Brad Guzan
7945,Corona
74297,Gaël Kakuta
59349,Diego Mariño
15455,Fabián Canobbio
74300,Luka Milivojevic
55870,Mauro Formica
2623,Piotr Trochowski
18870,Liam Lawrence
34572,Mario Mandzukic
7607,Xavi
111180,Warner Hahn
37304,Shane Long
598,Timo Hildebrand
22969,Gabi
13412,Grant Holt
129627,Charlie Austin
182877,Anthony Martial
250464,Clint Leemans
140776,Yannick Carrasco
8806,Cesc Fàbregas
188854,Manu Trigueros
15804,Andoni Iraola
47722,Casto
19059,Heurelho Gomes
55742,Harry Arter
227961,Jaime Mata
72315,Javi Márquez
45693,Glenn Murray
217728,Alexander Szymanowski
44139,Juan Ángel Albín
35462,Jordi Codina
16833,Ciprian Marica
19082,Luís Fabiano
121483,Jan Oblak
19085,Marouane Chamakh
238223,Ederson
58001,Miku Fedor
29124,Aritz Aduriz
12957,Bertrand Laquait
670,Martin Petrov
19104,Giuseppe Rossi
21153,Christian Riganó
133794,Edgar Méndez
193515,Nabil Ghilas
315291,Haji Wright
135853,Manuel Lanzini
690,Ivan Klasnic
88755,Kevin De Bruyne
35511,Fabián Estoyanoff
12063,Benjani
35518,David Silva
19136,Marco Storari
31425,Omar Bravo
35522,Rubén de la Red
154059,Charles
363205,Gabriel Jesus
6855,Georgios Samaras
199369,Sandro Ramírez
37579,Alexandre Pato
131789,Roberto Firmino
29391,Michael McGovern
35536,Toño
4216,Florent Sinama-Pongolle
19937,Roberto Abbondanzieri
35540,Víctor Casadesús
33493,Steve Howard
61561,Barry Bannan
58076,Piti
15072,Roman Pavlyuchenko
238032,Andrés Prieto
27364,Renan
23269,Juan Luis Mora
7633,Pablo Orbaiz
17129,Sulley Muntari
35564,Fernando Llorente
26066,Iván Ramis
39037,Rob Elliot
27376,Rafael Sóbis
39665,Tomas Necid
39783,Alejandro Alfaro
15094,Robert
34601,Raúl García
29434,Yohan Cabaye
33531,Sebastián Viera
27389,Kévin Gameiro
101118,Joel Robles
39381,Gareth Bale
13058,Emmanuel Eboué
58115,Yoel Rodríguez
252677,José Luis Morales
23302,Gustavo Reggi
58497,Alberto García
86792,Xherdan Shaqiri
23306,Alberto Rivera
182381,Quincy Promes
76746,Damián Suárez
27577,Clint Dempsey
32217,Mike Pollitt
68290,Neymar
71801,Dani Giménez
72476,Bernd Leno
59866,Victor Moses
52570,Fraser Forster
123682,Callum Wilson
13091,Yaya Touré
25383,Gary McSheffrey
176936,Julián Cuesta
2857,Eldin Jakupovic
23338,Asier Riesgo
46215,Javi Guerra
396077,Maarten Paes
35631,Royston Drenthe
5960,Vincenzo Montella
65331,Míchel
2874,Mladen Petric
281404,Kenedy
29147,Jonathan Sesma
76608,Abel Hernández
174915,Islam Slimani
15175,Matt Derbyshire
46220,Pablo Hernández
396107,Javi Díaz
167721,Chimy Ávila
30666,Haris Medunjanin
64339,Pizzi
324503,Vangelis Pavlidis
125781,Antoine Griezmann
132921,Aday
45912,Sergio Álvarez
31579,Adam Johnson
45882,Fabri
27486,Kiko Casilla
27492,Sergio Aragoneses
27493,Iván Cuéllar
201574,Angus Gunn
33639,Kevin Mirallas
15164,Keiren Westwood
258923,Marcus Rashford
7020,Achille Emaná
459463,Cucho Hernández
27505,Markus Rosenberg
15220,Artur Boruc
95435,Connor Wickham
29559,Guillermo Ochoa
47995,Jason Puncheon
17965,Hugo Lloris
31552,Scott Sinclair
9091,Gustavo Munúa
212391,Roger Martí
131978,Ross Barkley
108354,Jordan Ayew
64399,Vicente Guaita
52119,Patrick van Aanholt
13465,Tom Huddlestone
7532,Javier Portillo
9711,Nery Castillo
195488,Paulo Gazzaniga
71835,Jon Ander Serantes
25508,Salvatore Sirigu
8006,Luis García
40433,Alexis Sánchez
177065,Florin Andone
33706,Nani
51587,Pedro León
136109,Alexei Coselev
176285,Isaac Cuenca
